Source,Station,Date,DO,pH,Chla
DWR_NCRO,FAL,2015-01-01,10.3709375,NA,6.15625
DWR_NCRO,FAL,2015-01-02,10.1975,NA,5.2752083333333335
DWR_NCRO,FAL,2015-01-03,10.049791666666668,NA,4.656666666666666
DWR_NCRO,FAL,2015-01-04,9.977604166666667,NA,4.539791666666667
DWR_NCRO,FAL,2015-01-05,9.9158333333333335,NA,4.4134375
DWR_NCRO,FAL,2015-01-06,9.861041666666667,NA,4.276666666666666
DWR_NCRO,FAL,2015-01-07,9.7971875,NA,4.168333333333333
DWR_NCRO,FAL,2015-01-08,9.746666666666666,NA,4.0759375
DWR_NCRO,FAL,2015-01-09,9.685833333333333,NA,3.9755208333333334
DWR_NCRO,FAL,2015-01-10,9.626666666666667,NA,3.93625
DWR_NCRO,FAL,2015-01-11,9.585,NA,3.895
DWR_NCRO,FAL,2015-01-12,9.538854166666667,NA,3.8140625
DWR_NCRO,FAL,2015-01-13,9.518958333333334,NA,3.7575
DWR_NCRO,FAL,2015-01-14,9.5246875,NA,3.7646875
DWR_NCRO,FAL,2015-01-15,9.4940625,NA,3.762395833333333
DWR_NCRO,FAL,2015-01-16,9.538020833333333,NA,3.7457291666666666
DWR_NCRO,FAL,2015-01-17,9.5484375,NA,3.7159375
DWR_NCRO,FAL,2015-01-18,9.539895833333333,NA,3.6665625
DWR_NCRO,FAL,2015-01-19,9.491979166666667,NA,3.6414583333333335
DWR_NCRO,FAL,2015-01-20,9.453229166666667,NA,3.5607291666666665
DWR_NCRO,FAL,2015-01-21,9.4034375,NA,3.5391666666666666
DWR_NCRO,FAL,2015-01-22,9.411979166666667,NA,3.523229166666667
DWR_NCRO,FAL,2015-01-23,9.411458333333334,NA,3.496770833333333
DWR_NCRO,FAL,2015-01-24,9.475520833333334,NA,3.5111458333333334
DWR_NCRO,FAL,2015-01-25,9.57125,NA,3.4466666666666668
DWR_NCRO,FAL,2015-01-26,9.616041666666666,NA,3.4082291666666666
DWR_NCRO,FAL,2015-01-27,9.565208333333333,NA,3.4027083333333334
DWR_NCRO,FAL,2015-01-28,9.508020833333333,NA,3.3598958333333333
DWR_NCRO,FAL,2015-01-29,9.467604166666666,NA,3.3154166666666667
DWR_NCRO,FAL,2015-01-30,9.433958333333333,NA,3.2878125
DWR_NCRO,FAL,2015-01-31,9.5330208333333335,NA,3.3277083333333333
DWR_NCRO,FAL,2015-02-01,9.571979166666667,NA,3.325833333333333
DWR_NCRO,FAL,2015-02-02,9.5121875,NA,3.3575
DWR_NCRO,FAL,2015-02-03,9.452395833333334,NA,3.3355208333333333
DWR_NCRO,FAL,2015-02-04,9.382395833333334,NA,3.3810416666666665
DWR_NCRO,FAL,2015-02-05,9.3584375,NA,3.3813541666666667
DWR_NCRO,FAL,2015-02-06,9.3246875,NA,3.410625
DWR_NCRO,FAL,2015-02-07,9.52875,NA,3.9720833333333334
DWR_NCRO,FAL,2015-02-08,9.526666666666667,NA,3.8085416666666667
DWR_NCRO,FAL,2015-02-09,9.563229166666666,NA,4.036770833333334
DWR_NCRO,FAL,2015-02-10,9.418541666666666,NA,4.6475
DWR_NCRO,FAL,2015-02-11,9.280520833333334,NA,4.578020833333333
DWR_NCRO,FAL,2015-02-12,9.1109375,NA,4.572916666666667
DWR_NCRO,FAL,2015-02-13,8.919895833333333,NA,4.8503125
DWR_NCRO,FAL,2015-02-14,8.735520833333334,NA,5.211979166666667
DWR_NCRO,FAL,2015-02-15,8.574479166666666,NA,5.429375
DWR_NCRO,FAL,2015-02-16,8.435,NA,5.566145833333334
DWR_NCRO,FAL,2015-02-17,8.614895833333334,NA,5.597708333333333
DWR_NCRO,FAL,2015-02-18,8.840416666666666,NA,5.639895833333333
DWR_NCRO,FAL,2015-02-19,8.671770833333333,NA,5.713125
DWR_NCRO,FAL,2015-02-20,8.5396875,NA,5.69
DWR_NCRO,FAL,2015-02-21,8.484166666666667,NA,5.6340625
DWR_NCRO,FAL,2015-02-22,8.636770833333333,NA,5.67375
DWR_NCRO,FAL,2015-02-23,9.264270833333333,NA,5.813541666666667
DWR_NCRO,FAL,2015-02-24,9.345625,NA,5.719895833333333
DWR_NCRO,FAL,2015-02-25,9.2361458333333335,NA,5.6609375
DWR_NCRO,FAL,2015-02-26,9.171875,NA,5.6078125
DWR_NCRO,FAL,2015-02-27,9.3715625,NA,5.628333333333333
DWR_NCRO,FAL,2015-02-28,9.4778125,NA,5.672916666666667
DWR_NCRO,FAL,2015-03-01,9.4044791666666665,NA,5.6365625
DWR_NCRO,FAL,2015-03-02,9.350208333333333,NA,5.6277083333333335
DWR_NCRO,FAL,2015-03-03,9.291145833333333,NA,5.601458333333333
DWR_NCRO,FAL,2015-03-04,9.328842105263158,NA,4.891473684210526
DWR_NCRO,FAL,2015-03-05,9.31625,NA,4.350833333333333
DWR_NCRO,FAL,2015-03-06,9.272083333333333,NA,4.409375
DWR_NCRO,FAL,2015-03-07,9.221458333333334,NA,4.460729166666667
DWR_NCRO,FAL,2015-03-08,9.183541666666667,NA,4.58375
DWR_NCRO,FAL,2015-03-09,9.228020833333334,NA,4.726875
DWR_NCRO,FAL,2015-03-10,9.185416666666667,NA,4.832395833333333
DWR_NCRO,FAL,2015-03-11,9.188541666666667,NA,4.764895833333333
DWR_NCRO,FAL,2015-03-12,9.2703125,NA,4.6580208333333335
DWR_NCRO,FAL,2015-03-13,9.2503125,NA,4.4871875
DWR_NCRO,FAL,2015-03-14,9.1875,NA,4.436458333333333
DWR_NCRO,FAL,2015-03-15,9.153125,NA,4.51625
DWR_NCRO,FAL,2015-03-16,9.118125000000001,NA,4.652604166666666
DWR_NCRO,FAL,2015-03-17,9.173125,NA,4.738020833333334
DWR_NCRO,FAL,2015-03-18,9.2953125,NA,4.999479166666666
DWR_NCRO,FAL,2015-03-19,9.34,NA,5.385416666666667
DWR_NCRO,FAL,2015-03-20,9.344479166666666,NA,5.8225
DWR_NCRO,FAL,2015-03-21,9.4515625,NA,6.244583333333333
DWR_NCRO,FAL,2015-03-22,9.493125,NA,6.752291666666666
DWR_NCRO,FAL,2015-03-23,9.6478125,NA,7.523854166666666
DWR_NCRO,FAL,2015-03-24,9.876041666666667,NA,8.4159375
DWR_NCRO,FAL,2015-03-25,10.252916666666666,NA,9.8596875
DWR_NCRO,FAL,2015-03-26,10.801875,NA,12.011145833333334
DWR_NCRO,FAL,2015-03-27,11.2340625,NA,14.1240625
DWR_NCRO,FAL,2015-03-28,11.445416666666667,NA,17.01364583333333
DWR_NCRO,FAL,2015-03-29,11.72875,NA,19.28
DWR_NCRO,FAL,2015-03-30,11.934791666666667,NA,19.981770833333332
DWR_NCRO,FAL,2015-03-31,11.186458333333333,NA,18.018958333333334
DWR_NCRO,FAL,2015-04-01,10.916770833333333,NA,14.826145833333333
DWR_NCRO,FAL,2015-04-02,10.361979166666666,NA,10.4478125
DWR_NCRO,FAL,2015-04-03,9.825104166666666,NA,7.226770833333333
DWR_NCRO,FAL,2015-04-04,9.498645833333333,NA,6.087916666666667
DWR_NCRO,FAL,2015-04-05,9.24375,NA,5.587916666666667
DWR_NCRO,FAL,2015-04-06,9.150416666666667,NA,5.193645833333333
DWR_NCRO,FAL,2015-04-07,9.0884375,NA,5.374791666666667
DWR_NCRO,FAL,2015-04-08,9.195729166666666,NA,4.939895833333333
DWR_NCRO,FAL,2015-04-09,9.3271875,NA,5.1315625
DWR_NCRO,FAL,2015-04-10,9.457916666666666,NA,5.6198958333333335
DWR_NCRO,FAL,2015-04-11,9.601875,NA,6.238020833333334
DWR_NCRO,FAL,2015-04-12,9.97,NA,8.466145833333334
DWR_NCRO,FAL,2015-04-13,10.143229166666666,NA,10.4934375
DWR_NCRO,FAL,2015-04-14,10.570520833333333,NA,15.7321875
DWR_NCRO,FAL,2015-04-15,10.875416666666666,NA,26.085625
DWR_NCRO,FAL,2015-04-16,11.1725,NA,32.98822916666666
